time	V(v0)	V(v3)
4.152165360627492e-05	2.561560e-07	-2.736312e-02
4.161930985627492e-05	2.315865e-07	-2.690105e-02
4.171696610627492e-05	2.040292e-07	-2.625383e-02
4.181462235627492e-05	1.740221e-07	-2.541732e-02
4.191227860627493e-05	1.421465e-07	-2.438919e-02
4.204655595002493e-05	9.639317e-08	-2.270727e-02
4.211543848350707e-05	7.204262e-08	-2.165718e-02
4.218432101698921e-05	4.823401e-08	-2.052551e-02
4.225320355047136e-05	2.496736e-08	-1.931225e-02
4.232208608395350e-05	2.242642e-09	-1.801741e-02
4.239096861743565e-05	-1.994013e-08	-1.664099e-02
4.245985115091779e-05	-4.158095e-08	-1.518298e-02
4.252873368439993e-05	-6.267983e-08	-1.364339e-02
4.262638993439994e-05	-8.972868e-08	-1.134949e-02
4.272404618439994e-05	-1.139169e-07	-8.931166e-03
4.282170243439994e-05	-1.348879e-07	-6.407006e-03
4.291935868439994e-05	-1.523641e-07	-3.801266e-03
4.295367341505260e-05	-1.576425e-07	-2.868204e-03
4.298798814570525e-05	-1.624517e-07	-1.929688e-03
4.302230287635790e-05	-1.667915e-07	-9.857166e-04
4.305661760701055e-05	-1.706621e-07	-3.629076e-05
4.309093233766320e-05	-1.740634e-07	9.185897e-04
4.312524706831586e-05	-1.769953e-07	1.878925e-03
4.315956179896851e-05	-1.794580e-07	2.844715e-03
4.320737153603778e-05	-1.820477e-07	4.191728e-03
4.325518127310704e-05	-1.837896e-07	5.529335e-03
4.330299101017631e-05	-1.846837e-07	6.857536e-03
4.335080074724557e-05	-1.847299e-07	8.176330e-03
4.339861048431484e-05	-1.839283e-07	9.485719e-03
4.344642022138410e-05	-1.822788e-07	1.078570e-02
4.349422995845337e-05	-1.797815e-07	1.207628e-02
4.355500966622577e-05	-1.754988e-07	1.368022e-02
4.361578937399816e-05	-1.703167e-07	1.523377e-02
4.367656908177055e-05	-1.642349e-07	1.673695e-02
4.373734878954294e-05	-1.572537e-07	1.818975e-02
4.379812849731534e-05	-1.493729e-07	1.959218e-02
4.385890820508773e-05	-1.405926e-07	2.094422e-02
4.391968791286012e-05	-1.309128e-07	2.224588e-02
4.401734416286013e-05	-1.151393e-07	2.416559e-02
4.411500041286013e-05	-9.873141e-08	2.588856e-02
4.421265666286013e-05	-8.221269e-08	2.739971e-02
4.431031291286013e-05	-6.609564e-08	2.868644e-02
4.440796916286014e-05	-5.086899e-08	2.973887e-02
4.450562541286014e-05	-3.698548e-08	3.054990e-02
4.460328166286014e-05	-2.485067e-08	3.111528e-02
4.470093791286015e-05	-1.481289e-08	3.143362e-02
4.479859416286015e-05	-7.154724e-09	3.150634e-02
4.489625041286015e-05	-2.086050e-09	3.135773e-02
4.504514563522849e-05	3.835155e-10	3.064273e-02
4.513348770566632e-05	-1.192898e-09	2.997301e-02
4.523114395566632e-05	-5.507003e-09	2.903671e-02
4.532880020566633e-05	-1.237762e-08	2.791099e-02
4.542645645566633e-05	-2.158160e-08	2.660641e-02
4.552411270566633e-05	-3.282480e-08	2.513988e-02
4.562176895566634e-05	-4.574951e-08	2.352928e-02
4.571942520566634e-05	-5.994337e-08	2.179311e-02
4.581708145566634e-05	-7.494983e-08	1.995020e-02
4.591473770566634e-05	-9.027950e-08	1.801937e-02
4.601239395566635e-05	-1.054226e-07	1.601917e-02
4.611005020566635e-05	-1.198618e-07	1.396759e-02
4.620770645566635e-05	-1.330853e-07	1.188182e-02
4.630536270566636e-05	-1.446002e-07	9.778048e-03
4.640301895566636e-05	-1.539447e-07	7.671270e-03
4.650067520566636e-05	-1.607007e-07	5.575155e-03
4.659833145566636e-05	-1.645043e-07	3.501944e-03
4.664359011393924e-05	-1.652109e-07	2.545157e-03
4.668884877221213e-05	-1.651540e-07	1.599993e-03
4.673410743048500e-05	-1.643335e-07	6.664528e-04
4.677936608875788e-05	-1.627495e-07	-2.554647e-04
4.682462474703076e-05	-1.604019e-07	-1.165759e-03
4.686988340530364e-05	-1.572908e-07	-2.064431e-03
4.691514206357652e-05	-1.534161e-07	-2.951480e-03
4.706546454048075e-05	-1.347416e-07	-5.821621e-03
4.712705085859548e-05	-1.245165e-07	-6.947704e-03
4.718863717671021e-05	-1.130478e-07	-8.045991e-03
4.725022349482494e-05	-1.003356e-07	-9.116483e-03
4.731180981293968e-05	-8.637992e-08	-1.015918e-02
4.737339613105441e-05	-7.118073e-08	-1.117408e-02
4.743498244916914e-05	-5.473804e-08	-1.216118e-02
4.749656876728387e-05	-3.705184e-08	-1.312049e-02
4.759422501728387e-05	-7.741688e-09	-1.458464e-02
4.769188126728387e-05	2.326529e-08	-1.597618e-02
4.778953751728388e-05	5.541828e-08	-1.729481e-02
4.788719376728388e-05	8.812912e-08	-1.854005e-02
4.798485001728388e-05	1.207851e-07	-1.971113e-02
4.808250626728388e-05	1.527623e-07	-2.080679e-02
4.818016251728389e-05	1.834396e-07	-2.182513e-02
4.829002579853389e-05	2.156456e-07	-2.289494e-02
4.835134705707881e-05	2.324810e-07	-2.344063e-02
4.841266831562373e-05	2.479159e-07	-2.394743e-02
4.847398957416865e-05	2.619502e-07	-2.441532e-02
4.853531083271357e-05	2.745839e-07	-2.484431e-02
4.859663209125849e-05	2.858171e-07	-2.523440e-02
4.865795334980341e-05	2.956498e-07	-2.558559e-02
4.871927460834833e-05	3.040819e-07	-2.589787e-02
4.881693085834833e-05	3.134235e-07	-2.631244e-02
4.891458710834833e-05	3.181754e-07	-2.662076e-02
4.905341212986121e-05	3.168181e-07	-2.683127e-02
4.914693260262010e-05	3.105268e-07	-2.681161e-02
4.924458885262010e-05	2.994446e-07	-2.665892e-02
4.934224510262010e-05	2.839471e-07	-2.635770e-02
4.943990135262010e-05	2.643188e-07	-2.589958e-02
4.953755760262011e-05	2.409254e-07	-2.527849e-02
4.963521385262011e-05	2.142061e-07	-2.448944e-02
4.973287010262011e-05	1.846637e-07	-2.352878e-02
4.983052635262012e-05	1.528538e-07	-2.239437e-02
4.996480369637011e-05	1.065128e-07	-2.058671e-02
5.005025291512011e-05	7.612191e-08	-1.924164e-02
5.019673729012012e-05	2.381288e-08	-1.660627e-02
5.029439354012012e-05	-1.032028e-08	-1.467573e-02
5.039204979012012e-05	-4.315353e-08	-1.259759e-02
5.048970604012012e-05	-7.412002e-08	-1.038384e-02
5.058736229012013e-05	-1.027020e-07	-8.048647e-03
5.068501854012013e-05	-1.284417e-07	-5.608286e-03
5.079488182137013e-05	-1.535207e-07	-2.775075e-03
5.084449436415159e-05	-1.634088e-07	-1.452624e-03
5.089410690693306e-05	-1.723008e-07	-1.227454e-04
5.094371944971452e-05	-1.801968e-07	1.214561e-03
5.099333199249599e-05	-1.870967e-07	2.559296e-03
5.104294453527746e-05	-1.930006e-07	3.911458e-03
5.109255707805892e-05	-1.979085e-07	5.271049e-03
5.114216962084038e-05	-2.018204e-07	6.638067e-03
5.119053453260099e-05	-2.045207e-07	7.967905e-03
5.123889944436159e-05	-2.063221e-07	9.281194e-03
5.128726435612219e-05	-2.072246e-07	1.057794e-02
5.133562926788279e-05	-2.072282e-07	1.185813e-02
5.138399417964339e-05	-2.063329e-07	1.312177e-02
5.143235909140400e-05	-2.045387e-07	1.436887e-02
5.148072400316460e-05	-2.018456e-07	1.559942e-02
5.152955212816460e-05	-1.983482e-07	1.680206e-02
5.162720837816460e-05	-1.890809e-07	1.912064e-02
5.172486462816461e-05	-1.771162e-07	2.131490e-02
5.182252087816461e-05	-1.628989e-07	2.334956e-02
5.192017712816461e-05	-1.469147e-07	2.520466e-02
5.201783337816461e-05	-1.296781e-07	2.686218e-02
5.211548962816462e-05	-1.117197e-07	2.830630e-02
5.221314587816462e-05	-9.357238e-08	2.952365e-02
5.231080212816462e-05	-7.575876e-08	3.050346e-02
5.240845837816463e-05	-5.877783e-08	3.123773e-02
5.250611462816463e-05	-4.309298e-08	3.172135e-02
5.260377087816463e-05	-2.912067e-08	3.195209e-02
5.270142712816463e-05	-1.722031e-08	3.193062e-02
5.279908337816464e-05	-7.685687e-09	3.166048e-02
5.289673962816464e-05	-7.379405e-10	3.116808e-02
5.304521344728563e-05	4.570310e-09	2.993578e-02
5.313359801804540e-05	4.666258e-09	2.896151e-02
5.323125426804541e-05	2.165531e-09	2.769515e-02
5.332891051804541e-05	-2.938845e-09	2.624751e-02
5.342656676804541e-05	-1.043454e-08	2.463125e-02
5.352422301804541e-05	-2.003788e-08	2.286523e-02
5.362187926804542e-05	-3.140120e-08	2.096917e-02
5.371953551804542e-05	-4.412176e-08	1.896333e-02
5.381719176804542e-05	-5.775200e-08	1.686819e-02
5.391484801804543e-05	-7.181104e-08	1.470415e-02
5.401250426804543e-05	-8.579689e-08	1.249117e-02
5.411016051804543e-05	-9.919935e-08	1.024857e-02
5.420781676804543e-05	-1.115131e-07	7.994712e-03
5.430547301804544e-05	-1.222507e-07	5.746820e-03
5.440312926804544e-05	-1.309553e-07	3.520778e-03
5.444724351713863e-05	-1.341623e-07	2.517912e-03
5.449135776623183e-05	-1.367668e-07	1.528285e-03
5.453547201532502e-05	-1.387690e-07	5.518977e-04
5.457958626441820e-05	-1.401687e-07	-4.112498e-04
5.462370051351140e-05	-1.409661e-07	-1.361158e-03
5.466781476260459e-05	-1.411611e-07	-2.297826e-03
5.471192901169778e-05	-1.407537e-07	-3.221255e-03
5.476054594745293e-05	-1.394371e-07	-4.236745e-03
5.480916288320809e-05	-1.372471e-07	-5.228849e-03
5.485777981896324e-05	-1.341837e-07	-6.197567e-03
5.490639675471839e-05	-1.302469e-07	-7.142898e-03
5.495501369047354e-05	-1.254367e-07	-8.064842e-03
5.500363062622870e-05	-1.197531e-07	-8.963400e-03
5.505224756198385e-05	-1.131961e-07	-9.838572e-03
5.514503883331405e-05	-9.830933e-08	-1.145189e-02
5.524269508331405e-05	-7.942167e-08	-1.306321e-02
5.534035133331405e-05	-5.747217e-08	-1.458083e-02
5.543800758331406e-05	-3.278389e-08	-1.600298e-02
5.553566383331406e-05	-5.752779e-09	-1.732980e-02
5.563332008331406e-05	2.316049e-08	-1.856192e-02
5.573097633331406e-05	5.344029e-08	-1.970027e-02
5.582863258331407e-05	8.452708e-08	-2.074590e-02
5.592628883331407e-05	1.158297e-07	-2.169973e-02
5.602394508331407e-05	1.467383e-07	-2.256241e-02
5.613380836456407e-05	1.802742e-07	-2.344587e-02
5.620619224517931e-05	2.016662e-07	-2.395456e-02
5.627857612579454e-05	2.213982e-07	-2.440880e-02
5.635096000640977e-05	2.394702e-07	-2.480856e-02
5.642334388702501e-05	2.558824e-07	-2.515387e-02
5.649572776764024e-05	2.706346e-07	-2.544471e-02
5.656811164825547e-05	2.837268e-07	-2.568108e-02
5.664049552887070e-05	2.951592e-07	-2.586300e-02
5.673815177887071e-05	3.061637e-07	-2.602339e-02
5.683580802887071e-05	3.127407e-07	-2.607359e-02
5.699449358598779e-05	3.135580e-07	-2.592493e-02
5.715431620101444e-05	3.018610e-07	-2.540496e-02
5.725197245101444e-05	2.886773e-07	-2.492210e-02
5.734962870101444e-05	2.711568e-07	-2.429971e-02
5.744728495101445e-05	2.496009e-07	-2.353242e-02
5.754494120101445e-05	2.243914e-07	-2.261608e-02
5.764259745101445e-05	1.959820e-07	-2.154752e-02
5.774025370101445e-05	1.648890e-07	-2.032486e-02
5.783790995101446e-05	1.316799e-07	-1.894762e-02
5.794777323226446e-05	9.254621e-08	-1.725059e-02
5.802101541976446e-05	6.583985e-08	-1.597117e-02
5.811867166976446e-05	3.000329e-08	-1.414394e-02
5.821632791976446e-05	-5.504669e-09	-1.219573e-02
5.831398416976446e-05	-4.005506e-08	-1.011683e-02
5.841164041976447e-05	-7.304651e-08	-7.918159e-03
5.850929666976447e-05	-1.039181e-07	-5.612698e-03
5.861915995101447e-05	-1.354836e-07	-2.927321e-03
5.867238734392081e-05	-1.494559e-07	-1.574992e-03
5.872561473682715e-05	-1.623350e-07	-2.111770e-04
5.877884212973349e-05	-1.741208e-07	1.164125e-03
5.883206952263983e-05	-1.848133e-07	2.550914e-03
5.888529691554617e-05	-1.944125e-07	3.949189e-03
5.893852430845251e-05	-2.029185e-07	5.358951e-03
5.899175170135885e-05	-2.103312e-07	6.780200e-03
5.904279569337437e-05	-2.161289e-07	8.143393e-03
5.909383968538988e-05	-2.208293e-07	9.491293e-03
5.914488367740540e-05	-2.244323e-07	1.082390e-02
5.919592766942091e-05	-2.269380e-07	1.214121e-02
5.924697166143643e-05	-2.283462e-07	1.344323e-02
5.929801565345194e-05	-2.286571e-07	1.472995e-02
5.934905964546746e-05	-2.278706e-07	1.600138e-02
5.943450886421746e-05	-2.242879e-07	1.805015e-02
5.953216511421746e-05	-2.168923e-07	2.027951e-02
5.962982136421747e-05	-2.063014e-07	2.238562e-02
5.972747761421747e-05	-1.929165e-07	2.433338e-02
5.982513386421747e-05	-1.771919e-07	2.610272e-02
5.992279011421747e-05	-1.596232e-07	2.767535e-02
6.002044636421748e-05	-1.407351e-07	2.903499e-02
6.011810261421748e-05	-1.210683e-07	3.016770e-02
6.021575886421748e-05	-1.011662e-07	3.106205e-02
6.031341511421749e-05	-8.156174e-08	3.170931e-02
6.041107136421749e-05	-6.276421e-08	3.210357e-02
6.050872761421749e-05	-4.524727e-08	3.224183e-02
6.060638386421749e-05	-2.943753e-08	3.212402e-02
6.070404011421750e-05	-1.570440e-08	3.175302e-02
6.080169636421750e-05	-4.351478e-09	3.113454e-02
6.089935261421750e-05	4.390505e-09	3.029760e-02
6.104557559783758e-05	1.228771e-08	2.858139e-02
6.113418713626560e-05	1.397821e-08	2.731135e-02
6.123184338626561e-05	1.317674e-08	2.573180e-02
6.132949963626561e-05	9.704638e-09	2.398277e-02
6.142715588626561e-05	3.764542e-09	2.207913e-02
6.152481213626562e-05	-4.369152e-09	2.004152e-02
6.162246838626562e-05	-1.435755e-08	1.789131e-02
6.172012463626562e-05	-2.580614e-08	1.565035e-02
6.181778088626562e-05	-3.827502e-08	1.334055e-02
6.191543713626563e-05	-5.129030e-08	1.098362e-02
6.201309338626563e-05	-6.435639e-08	8.600724e-03
6.211074963626563e-05	-7.696870e-08	6.212210e-03
6.220840588626564e-05	-8.862681e-08	3.837340e-03
6.225328307481195e-05	-9.360885e-08	2.746252e-03
6.229816026335827e-05	-9.814660e-08	1.669073e-03
6.234303745190458e-05	-1.022401e-07	6.058025e-04
6.238791464045091e-05	-1.058892e-07	-4.435591e-04
6.243279182899723e-05	-1.090941e-07	-1.479012e-03
6.247766901754354e-05	-1.118547e-07	-2.500556e-03
6.252254620608986e-05	-1.141710e-07	-3.508191e-03
6.263240948733986e-05	-1.170545e-07	-5.929125e-03
6.267733013418843e-05	-1.171569e-07	-6.877637e-03
6.272225078103700e-05	-1.165641e-07	-7.804039e-03
6.276717142788556e-05	-1.152760e-07	-8.708329e-03
6.281209207473413e-05	-1.132928e-07	-9.590508e-03
6.285701272158270e-05	-1.106143e-07	-1.045058e-02
6.290193336843126e-05	-1.072405e-07	-1.128853e-02
6.294685401527983e-05	-1.031716e-07	-1.210438e-02
6.304020784940141e-05	-9.233355e-08	-1.372665e-02
6.312545439380203e-05	-7.977150e-08	-1.511418e-02
6.322311064380204e-05	-6.238179e-08	-1.659106e-02
6.332076689380204e-05	-4.200479e-08	-1.795333e-02
6.341842314380204e-05	-1.894207e-08	-1.919759e-02
6.351607939380205e-05	6.431250e-09	-2.032504e-02
6.361373564380205e-05	3.367429e-08	-2.133757e-02
6.371139189380205e-05	6.228980e-08	-2.223756e-02
6.382125517505205e-05	9.544550e-08	-2.314409e-02
6.386543754373928e-05	1.089862e-07	-2.345866e-02
6.390961991242649e-05	1.223836e-07	-2.375226e-02
6.395380228111371e-05	1.356378e-07	-2.402490e-02
6.399798464980093e-05	1.487487e-07	-2.427658e-02
6.404216701848816e-05	1.617164e-07	-2.450729e-02
6.408634938717537e-05	1.745408e-07	-2.471705e-02
6.413053175586259e-05	1.872220e-07	-2.490584e-02
6.420377394336259e-05	2.071374e-07	-2.516244e-02
6.431363722461259e-05	2.346697e-07	-2.547114e-02
6.437968598298312e-05	2.497799e-07	-2.558693e-02
6.444573474135365e-05	2.631944e-07	-2.565630e-02
6.451178349972419e-05	2.749133e-07	-2.567925e-02
6.457783225809473e-05	2.849365e-07	-2.565578e-02
6.464388101646526e-05	2.932640e-07	-2.558589e-02
6.470992977483580e-05	2.998959e-07	-2.546958e-02
6.477597853320633e-05	3.048322e-07	-2.530684e-02
6.495166704572377e-05	3.068495e-07	-2.464289e-02
6.504200637078433e-05	3.020405e-07	-2.415335e-02
6.512838060413731e-05	2.937377e-07	-2.359124e-02
6.522603685413731e-05	2.800907e-07	-2.284011e-02
6.532369310413731e-05	2.621186e-07	-2.196760e-02
6.542134935413732e-05	2.401099e-07	-2.096693e-02
6.551900560413732e-05	2.144348e-07	-1.983538e-02
6.561666185413732e-05	1.855375e-07	-1.857110e-02
6.571431810413733e-05	1.539268e-07	-1.717326e-02
6.584859544788732e-05	1.070716e-07	-1.506172e-02
6.599507982288732e-05	5.318677e-08	-1.241985e-02
6.609273607288732e-05	1.669197e-08	-1.052280e-02
6.619039232288733e-05	-1.950351e-08	-8.509658e-03
6.628804857288733e-05	-5.476229e-08	-6.389287e-03
6.638570482288733e-05	-8.847194e-08	-4.172495e-03
6.649556810413733e-05	-1.238303e-07	-1.595147e-03
6.652818376575843e-05	-1.337131e-07	-8.052888e-04
6.656079942737952e-05	-1.432438e-07	-9.607814e-06
6.659341508900061e-05	-1.524222e-07	7.918962e-04
6.662603075062170e-05	-1.612484e-07	1.599223e-03
6.665864641224280e-05	-1.697224e-07	2.412374e-03
6.669126207386389e-05	-1.778442e-07	3.231347e-03
6.672387773548498e-05	-1.856137e-07	4.056143e-03
6.676246457231339e-05	-1.942328e-07	5.030694e-03
6.680105140914181e-05	-2.022276e-07	6.005595e-03
6.683963824597022e-05	-2.095981e-07	6.980845e-03
6.687822508279864e-05	-2.163443e-07	7.956445e-03
6.691681191962705e-05	-2.224663e-07	8.932394e-03
6.695539875645547e-05	-2.279640e-07	9.908693e-03
6.699398559328388e-05	-2.328374e-07	1.088534e-02
6.704354899283936e-05	-2.380603e-07	1.214046e-02
6.709311239239485e-05	-2.422101e-07	1.337440e-02
6.714267579195033e-05	-2.452868e-07	1.458719e-02
6.719223919150580e-05	-2.472903e-07	1.577880e-02
6.724180259106128e-05	-2.482208e-07	1.694925e-02
6.729136599061676e-05	-2.480781e-07	1.809853e-02
6.734092939017225e-05	-2.468624e-07	1.922665e-02
6.743858564017225e-05	-2.416048e-07	2.134446e-02
6.753624189017225e-05	-2.327186e-07	2.334077e-02
6.763389814017225e-05	-2.205527e-07	2.518103e-02
6.773155439017226e-05	-2.055199e-07	2.684538e-02
6.782921064017226e-05	-1.880858e-07	2.831550e-02
6.792686689017226e-05	-1.687575e-07	2.957498e-02
6.802452314017227e-05	-1.480712e-07	3.060951e-02
6.812217939017227e-05	-1.265787e-07	3.140720e-02
6.821983564017227e-05	-1.048343e-07	3.195872e-02
6.831749189017227e-05	-8.338163e-08	3.225751e-02
6.841514814017228e-05	-6.274030e-08	3.229987e-02
6.851280439017228e-05	-4.339385e-08	3.208501e-02
6.861046064017228e-05	-2.577836e-08	3.161512e-02
6.870811689017229e-05	-1.027229e-08	3.089529e-02
6.880577314017229e-05	2.812192e-09	2.993343e-02
6.890342939017229e-05	1.323618e-08	2.876044e-02
6.904664897450250e-05	2.339625e-08	2.660995e-02
6.913593316688077e-05	2.656979e-08	2.505256e-02
6.923358941688077e-05	2.729360e-08	2.318325e-02
6.933124566688078e-05	2.526247e-08	2.115970e-02
6.942890191688078e-05	2.067120e-08	1.899910e-02
6.952655816688078e-05	1.378682e-08	1.672367e-02
6.962421441688079e-05	4.941384e-09	1.435625e-02
6.972187066688079e-05	-5.476912e-09	1.192002e-02
6.981952691688079e-05	-1.703396e-08	9.438095e-03
6.991718316688079e-05	-2.926108e-08	6.933223e-03
7.001483941688080e-05	-4.166727e-08	4.427469e-03
7.012470269813080e-05	-5.521508e-08	1.623334e-03
7.015617395057221e-05	-5.893777e-08	8.294334e-04
7.018764520301361e-05	-6.252096e-08	4.277770e-05
7.021911645545502e-05	-6.596464e-08	-7.366329e-04
7.025058770789641e-05	-6.926881e-08	-1.508798e-03
7.028205896033782e-05	-7.243347e-08	-2.273719e-03
7.031353021277923e-05	-7.545862e-08	-3.031394e-03
7.034500146522064e-05	-7.834426e-08	-3.781824e-03
7.045791650428314e-05	-8.674703e-08	-6.432432e-03
7.049639045099074e-05	-8.893921e-08	-7.301646e-03
7.053486439769832e-05	-9.070573e-08	-8.151774e-03
7.057333834440591e-05	-9.204658e-08	-8.982817e-03
7.061181229111350e-05	-9.296176e-08	-9.794774e-03
7.065028623782109e-05	-9.345128e-08	-1.058765e-02
7.068876018452867e-05	-9.351514e-08	-1.136143e-02
7.072723413123627e-05	-9.315333e-08	-1.211614e-02
7.082489038123627e-05	-8.990150e-08	-1.395974e-02
7.092254663123627e-05	-8.342843e-08	-1.568389e-02
7.098553843918321e-05	-7.752005e-08	-1.672274e-02
7.114890337589504e-05	-5.595036e-08	-1.911258e-02
7.124655962589504e-05	-3.894506e-08	-2.036318e-02
7.134421587589504e-05	-1.913377e-08	-2.147549e-02
7.144187212589504e-05	3.171313e-09	-2.245019e-02
7.153952837589505e-05	2.758683e-08	-2.329017e-02
7.164939165714505e-05	5.701894e-08	-2.410858e-02
7.173914603423768e-05	8.301577e-08	-2.461485e-02
7.182890041133031e-05	1.084693e-07	-2.502924e-02
7.191865478842294e-05	1.333795e-07	-2.535175e-02
7.200840916551559e-05	1.577464e-07	-2.558238e-02
7.209816354260822e-05	1.815701e-07	-2.572113e-02
7.218791791970085e-05	2.048504e-07	-2.576801e-02
7.227767229679348e-05	2.275874e-07	-2.572301e-02
7.235178641509705e-05	2.439507e-07	-2.561388e-02
7.242590053340063e-05	2.581902e-07	-2.544919e-02
7.250001465170419e-05	2.703059e-07	-2.522893e-02
7.257412877000777e-05	2.802979e-07	-2.495311e-02
7.264824288831134e-05	2.881661e-07	-2.462172e-02
7.272235700661492e-05	2.939105e-07	-2.423476e-02
7.279647112491848e-05	2.975311e-07	-2.379224e-02
7.295928973231796e-05	2.954138e-07	-2.262967e-02
7.313300892544878e-05	2.791432e-07	-2.105665e-02
7.323066517544878e-05	2.637925e-07	-2.002802e-02
7.332832142544878e-05	2.442242e-07	-1.889405e-02
7.342597767544879e-05	2.207396e-07	-1.765048e-02
7.352363392544879e-05	1.937204e-07	-1.629607e-02
7.362129017544879e-05	1.636214e-07	-1.483033e-02
7.371894642544880e-05	1.309607e-07	-1.325373e-02
7.381660267544880e-05	9.630858e-08	-1.156786e-02
7.391425892544880e-05	6.027535e-08	-9.775635e-03
7.401191517544880e-05	2.349842e-08	-7.881454e-03
7.410957142544881e-05	-1.337153e-08	-5.891325e-03
7.420722767544881e-05	-4.968443e-08	-3.812959e-03
7.431709095669881e-05	-8.908039e-08	-1.396814e-03
7.434894367886678e-05	-1.001130e-07	-6.733226e-04
7.438079640103475e-05	-1.108888e-07	5.611532e-05
7.441264912320272e-05	-1.214078e-07	7.914992e-04
7.444450184537067e-05	-1.316699e-07	1.532829e-03
7.447635456753864e-05	-1.416752e-07	2.280105e-03
7.450820728970661e-05	-1.514236e-07	3.033327e-03
7.454006001187458e-05	-1.609152e-07	3.792495e-03
7.458589087473731e-05	-1.739578e-07	4.885418e-03
7.463172173760002e-05	-1.861902e-07	5.980251e-03
7.467755260046275e-05	-1.976123e-07	7.076992e-03
7.472338346332547e-05	-2.082243e-07	8.175642e-03
7.476921432618820e-05	-2.180261e-07	9.276200e-03
7.481504518905091e-05	-2.270176e-07	1.037867e-02
7.486087605191364e-05	-2.351990e-07	1.148304e-02
7.494691255435205e-05	-2.478790e-07	1.352426e-02
7.498813634373122e-05	-2.527771e-07	1.450278e-02
7.502936013311039e-05	-2.569012e-07	1.546563e-02
7.507058392248956e-05	-2.602512e-07	1.641279e-02
7.511180771186871e-05	-2.628272e-07	1.734429e-02
7.515303150124788e-05	-2.646292e-07	1.826010e-02
7.519425529062704e-05	-2.656571e-07	1.916024e-02
7.523547908000621e-05	-2.659110e-07	2.004470e-02
7.532073934825314e-05	-2.640747e-07	2.179737e-02
7.541839559825315e-05	-2.581823e-07	2.369537e-02
7.551605184825315e-05	-2.485042e-07	2.544952e-02
7.561370809825315e-05	-2.353845e-07	2.703644e-02
7.571136434825315e-05	-2.192334e-07	2.843772e-02
7.580902059825316e-05	-2.005169e-07	2.963659e-02
7.590667684825316e-05	-1.797453e-07	3.061811e-02
7.600433309825316e-05	-1.574607e-07	3.136953e-02
7.610198934825317e-05	-1.342241e-07	3.188047e-02
7.619964559825317e-05	-1.106021e-07	3.214312e-02
7.629730184825317e-05	-8.715302e-08	3.215246e-02
7.639495809825317e-05	-6.441421e-08	3.190626e-02
7.649261434825318e-05	-4.288928e-08	3.140527e-02
7.659027059825318e-05	-2.303654e-08	3.065313e-02
7.668792684825318e-05	-5.258507e-09	2.965641e-02
7.678558309825318e-05	1.010716e-08	2.842446e-02
7.688323934825319e-05	2.279508e-08	2.698267e-02
7.695524119632729e-05	3.032225e-08	2.577816e-02
7.704334081900031e-05	3.734478e-08	2.414794e-02
7.713055162775609e-05	4.189471e-08	2.239352e-02
7.722820787775609e-05	4.417867e-08	2.027651e-02
7.732586412775609e-05	4.359528e-08	1.802327e-02
7.742352037775610e-05	4.032715e-08	1.565182e-02
7.752117662775610e-05	3.463019e-08	1.318568e-02
7.761883287775610e-05	2.682650e-08	1.064887e-02
7.771648912775611e-05	1.729562e-08	8.065626e-03
7.781414537775611e-05	6.464399e-09	5.460013e-03
7.792400865900611e-05	-6.697620e-09	2.524666e-03
7.797274141657447e-05	-1.279622e-08	1.227673e-03
7.802147417414283e-05	-1.876834e-08	-5.433497e-05
7.807020693171119e-05	-2.461400e-08	-1.321358e-03
7.811893968927955e-05	-3.033319e-08	-2.573397e-03
7.816767244684792e-05	-3.592591e-08	-3.810451e-03
7.821640520441627e-05	-4.139216e-08	-5.032520e-03
7.826513796198463e-05	-4.673194e-08	-6.239605e-03
7.827734499323463e-05	-4.796564e-08	-6.536340e-03
7.832493334162330e-05	-5.263707e-08	-7.682776e-03
7.837252169001198e-05	-5.680427e-08	-8.798068e-03
7.842011003840064e-05	-6.046723e-08	-9.882216e-03
7.846769838678932e-05	-6.362595e-08	-1.093522e-02
7.851528673517799e-05	-6.628044e-08	-1.195708e-02
7.856287508356667e-05	-6.843068e-08	-1.294780e-02
7.861046343195534e-05	-7.007669e-08	-1.390737e-02
7.870811968195534e-05	-7.116066e-08	-1.578418e-02
7.880577593195534e-05	-6.932097e-08	-1.751233e-02
7.890343218195534e-05	-6.441073e-08	-1.910099e-02
7.896411606358914e-05	-5.978016e-08	-2.000302e-02
7.913593592266791e-05	-4.014521e-08	-2.219425e-02
7.923359217266791e-05	-2.485883e-08	-2.322367e-02
7.933124842266791e-05	-6.832522e-09	-2.409826e-02
7.942890467266791e-05	1.364030e-08	-2.481790e-02
7.952656092266792e-05	3.619467e-08	-2.538705e-02
7.962421717266792e-05	6.040194e-08	-2.581102e-02
7.972187342266792e-05	8.577920e-08	-2.609576e-02
7.981952967266792e-05	1.118001e-07	-2.624762e-02
7.991718592266793e-05	1.379068e-07	-2.627310e-02
8.001484217266793e-05	1.635227e-07	-2.617868e-02
8.011249842266793e-05	1.880659e-07	-2.597056e-02
8.024677576641793e-05	2.190104e-07	-2.553308e-02
8.032960919275722e-05	2.364817e-07	-2.513874e-02
8.041244261909650e-05	2.513181e-07	-2.468109e-02
8.049527604543579e-05	2.635198e-07	-2.416011e-02
8.057810947177508e-05	2.730865e-07	-2.357581e-02
8.066094289811437e-05	2.800185e-07	-2.292819e-02
